title	paper_id	venue	issue	year	urls	doi	pages
Efficient sampling of SAT solutions for testing.	ICSE-2018-67	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180248;https://ieeexplore.ieee.org/document/8453122	10.1145/3180155.3180248	11
Understanding developers' needs on deprecation as a language feature.	ICSE-2018-69	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180170;https://ieeexplore.ieee.org/document/8453124	10.1145/3180155.3180170	11
On the dichotomy of debugging behavior among programmers.	ICSE-2018-70	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180175;https://ieeexplore.ieee.org/document/8453125	10.1145/3180155.3180175	12
Dataflow tunneling: mining inter-request data dependencies for request-based applications.	ICSE-2018-73	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180171;https://ieeexplore.ieee.org/document/8453128	10.1145/3180155.3180171	12
Launch-mode-aware context-sensitive activity transition analysis.	ICSE-2018-74	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180188;https://ieeexplore.ieee.org/document/8453129	10.1145/3180155.3180188	11
UFO: predictive concurrency use-after-free detection.	ICSE-2018-75	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180225;https://ieeexplore.ieee.org/document/8453130	10.1145/3180155.3180225	11
Collective program analysis.	ICSE-2018-76	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180252;https://ieeexplore.ieee.org/document/8453131	10.1145/3180155.3180252	12
Statistical learning of API fully qualified names in code snippets of online forums.	ICSE-2018-77	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180230;https://ieeexplore.ieee.org/document/8453132	10.1145/3180155.3180230	11
When not to comment: questions and tradeoffs with API documentation for C++ projects.	ICSE-2018-78	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180176;https://ieeexplore.ieee.org/document/8453133	10.1145/3180155.3180176	11
Deuce: a lightweight user interface for structured editing.	ICSE-2018-79	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180165;https://ieeexplore.ieee.org/document/8453134	10.1145/3180155.3180165	11
From UI design image to GUI skeleton: a neural machine translator to bootstrap mobile GUI implementation.	ICSE-2018-80	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180240;https://ieeexplore.ieee.org/document/8453135	10.1145/3180155.3180240	12
When testing meets code review: why and how developers review tests.	ICSE-2018-81	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180192;https://ieeexplore.ieee.org/document/8453136	10.1145/3180155.3180192	11
Redefining prioritization: continuous prioritization for continuous integration.	ICSE-2018-82	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180213;https://ieeexplore.ieee.org/document/8453137	10.1145/3180155.3180213	11
Do programmers work at night or during the weekend?	ICSE-2018-88	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180193;https://ieeexplore.ieee.org/document/8453143	10.1145/3180155.3180193	11
Multi-granular conflict and dependency analysis in software engineering based on graph transformation.	ICSE-2018-89	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180258;https://ieeexplore.ieee.org/document/8453144	10.1145/3180155.3180258	12
Self-hiding behavior in Android apps: detection and characterization.	ICSE-2018-90	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180214;https://ieeexplore.ieee.org/document/8453145	10.1145/3180155.3180214	12
ConflictJS: finding and understanding conflicts between JavaScript libraries.	ICSE-2018-92	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180184;https://ieeexplore.ieee.org/document/8453147	10.1145/3180155.3180184	11
Debugging data flows in reactive programs.	ICSE-2018-93	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180156;https://ieeexplore.ieee.org/document/8453148	10.1145/3180155.3180156	12
Do you remember this source code?	ICSE-2018-94	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180215;https://ieeexplore.ieee.org/document/8453149	10.1145/3180155.3180215	12
Inferring hierarchical motifs from execution traces.	ICSE-2018-95	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180216;https://ieeexplore.ieee.org/document/8453150	10.1145/3180155.3180216	12
Identifying patch correctness in test-based program repair.	ICSE-2018-97	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180182;https://ieeexplore.ieee.org/document/8453152	10.1145/3180155.3180182	11
How not to structure your database-backed web applications: a study of performance bugs in the wild.	ICSE-2018-98	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180194;https://ieeexplore.ieee.org/document/8453153	10.1145/3180155.3180194	11
Speedoo: prioritizing performance optimization opportunities.	ICSE-2018-99	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180229;https://ieeexplore.ieee.org/document/8453154	10.1145/3180155.3180229	11
The evolution of requirements practices in software startups.	ICSE-2018-101	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180158;https://ieeexplore.ieee.org/document/8453156	10.1145/3180155.3180158	11
Traceability in the wild: automatically augmenting incomplete trace links.	ICSE-2018-102	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180207;https://ieeexplore.ieee.org/document/8453157	10.1145/3180155.3180207	12
A temporal permission analysis and enforcement framework for Android.	ICSE-2018-103	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180172;https://ieeexplore.ieee.org/document/8453158	10.1145/3180155.3180172	12
RFC-directed differential testing of certificate validation in SSL/TLS implementations.	ICSE-2018-105	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180226;https://ieeexplore.ieee.org/document/8453160	10.1145/3180155.3180226	12
Symbolic verification of regular properties.	ICSE-2018-106	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180227;https://ieeexplore.ieee.org/document/8453161	10.1145/3180155.3180227	11
Are code examples on an online Q&A forum reliable?: a study of API misuse on stack overflow.	ICSE-2018-111	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180260;https://ieeexplore.ieee.org/document/8453166	10.1145/3180155.3180260	11
Propagating configuration decisions with modal implication graphs.	ICSE-2018-113	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180159;https://ieeexplore.ieee.org/document/8453168	10.1145/3180155.3180159	12
A combinatorial approach for exposing off-nominal behaviors.	ICSE-2018-114	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180204;https://ieeexplore.ieee.org/document/8453169	10.1145/3180155.3180204	11
Identifying design problems in the source code: a grounded theory.	ICSE-2018-115	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180239;https://ieeexplore.ieee.org/document/8453170	10.1145/3180155.3180239	11
Deep code search.	ICSE-2018-117	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180167;https://ieeexplore.ieee.org/document/8453172	10.1145/3180155.3180167	12
FaCoY: a code-to-code search engine.	ICSE-2018-119	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180187;https://ieeexplore.ieee.org/document/8453174	10.1145/3180155.3180187	12
Generalized data structure synthesis.	ICSE-2018-120	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180211;https://ieeexplore.ieee.org/document/8453175	10.1145/3180155.3180211	11
A graph solver for the automated generation of consistent domain-specific models.	ICSE-2018-121	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180186;https://ieeexplore.ieee.org/document/8453176	10.1145/3180155.3180186	12
Automatically finding bugs in a commercial cyber-physical system development tool chain with SLforge.	ICSE-2018-122	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180231;https://ieeexplore.ieee.org/document/8453177	10.1145/3180155.3180231	12
Context-aware conversational developer assistants.	ICSE-2018-123	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180238;https://ieeexplore.ieee.org/document/8453178	10.1145/3180155.3180238	11
Open source barriers to entry, revisited: a sociotechnical perspective.	ICSE-2018-124	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180241;https://ieeexplore.ieee.org/document/8453179	10.1145/3180155.3180241	12
Testing vision-based control systems using learnable evolutionary algorithms.	ICSE-2018-125	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180160;https://ieeexplore.ieee.org/document/8453180	10.1145/3180155.3180160	11
To preserve or not to preserve invalid solutions in search-based software engineering: a case study in software product lines.	ICSE-2018-126	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180163;https://ieeexplore.ieee.org/document/8453181	10.1145/3180155.3180163	12
Nemo: multi-criteria test-suite minimization with integer nonlinear programming.	ICSE-2018-127	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180174;https://ieeexplore.ieee.org/document/8453182	10.1145/3180155.3180174	11
Is "better data" better than "better data miners"?: on the benefits of tuning SMOTE for defect prediction.	ICSE-2018-128	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180197;https://ieeexplore.ieee.org/document/8453183	10.1145/3180155.3180197	12
CCAligner: a token based large-gap clone detector.	ICSE-2018-133	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180179;https://ieeexplore.ieee.org/document/8453188	10.1145/3180155.3180179	12
HireBuild: an automatic approach to history-driven repair of build scripts.	ICSE-2018-134	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180181;https://ieeexplore.ieee.org/document/8453189	10.1145/3180155.3180181	12
The road to live programming: insights from the practice.	ICSE-2018-135	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180200;https://ieeexplore.ieee.org/document/8453190	10.1145/3180155.3180200	12
Assessing the threat of untracked changes in software evolution.	ICSE-2018-136	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180212;https://ieeexplore.ieee.org/document/8453191	10.1145/3180155.3180212	12
Programming not only by example.	ICSE-2018-137	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180189;https://ieeexplore.ieee.org/document/8453192	10.1145/3180155.3180189	11
Goal-conflict likelihood assessment based on model counting.	ICSE-2018-138	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180261;https://ieeexplore.ieee.org/document/8453193	10.1145/3180155.3180261	11
A static verification framework for message passing in Go using behavioural types.	ICSE-2018-140	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180157;https://ieeexplore.ieee.org/document/8453195	10.1145/3180155.3180157	12
Inferring and asserting distributed system invariants.	ICSE-2018-141	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180199;https://ieeexplore.ieee.org/document/8453196	10.1145/3180155.3180199	11
DroidStar: callback typestates for Android classes.	ICSE-2018-142	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180232;https://ieeexplore.ieee.org/document/8453197	10.1145/3180155.3180232	11
Debugging with intelligence via probabilistic inference.	ICSE-2018-143	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180237;https://ieeexplore.ieee.org/document/8453198	10.1145/3180155.3180237	11
Reducer-based construction of conditional verifiers.	ICSE-2018-144	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180259;https://ieeexplore.ieee.org/document/8453199	10.1145/3180155.3180259	12
Statistical errors in software engineering experiments: a preliminary literature review.	ICSE-2018-146	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180161;https://ieeexplore.ieee.org/document/8453201	10.1145/3180155.3180161	12
Synthesizing qualitative research in software engineering: a critical review.	ICSE-2018-147	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180235;https://ieeexplore.ieee.org/document/8453202	10.1145/3180155.3180235	12
Search-based test data generation for SQL queries.	ICSE-2018-149	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180202;https://ieeexplore.ieee.org/document/8453204	10.1145/3180155.3180202	11
Multi-objective integer programming approaches for solving optimal feature selection problem: a new perspective on multi-objective optimization problems in SBSE.	ICSE-2018-150	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180257;https://ieeexplore.ieee.org/document/8453205	10.1145/3180155.3180257	12
Automatically generating search heuristics for concolic testing.	ICSE-2018-152	ICSE	2018	2018	https://doi.org/10.1145/3180155.3180166;https://ieeexplore.ieee.org/document/8453207	10.1145/3180155.3180166	11
Learning to spot and refactor inconsistent method names.	ICSE-2019-0	ICSE	2019	2019	https://doi.org/10.1109/ICSE.2019.00019;https://dl.acm.org/citation.cfm?id=3339507	10.1109/ICSE.2019.00019	12
Harnessing evolution for multi-hunk program repair.	ICSE-2019-1	ICSE	2019	2019	https://doi.org/10.1109/ICSE.2019.00020;https://dl.acm.org/citation.cfm?id=3339508	10.1109/ICSE.2019.00020	12
On learning meaningful code changes via neural machine translation.	ICSE-2019-2	ICSE	2019	2019	https://doi.org/10.1109/ICSE.2019.00021;https://dl.acm.org/citation.cfm?id=3339509	10.1109/ICSE.2019.00021	12
Natural software revisited.	ICSE-2019-3	ICSE	2019	2019	https://doi.org/10.1109/ICSE.2019.00022;https://dl.acm.org/citation.cfm?id=3339511	10.1109/ICSE.2019.00022	12
Towards automating precision studies of clone detectors.	ICSE-2019-4	ICSE	2019	2019	https://doi.org/10.1109/ICSE.2019.00023;https://dl.acm.org/citation.cfm?id=3339512	10.1109/ICSE.2019.00023	11
Leopard: identifying vulnerable code for vulnerability assessment through program metrics.	ICSE-2019-5	ICSE	2019	2019	https://doi.org/10.1109/ICSE.2019.00024;https://dl.acm.org/citation.cfm?id=3339514	10.1109/ICSE.2019.00024	12
Smoke: scalable path-sensitive memory leak detection for millions of lines of code.	ICSE-2019-6	ICSE	2019	2019	https://doi.org/10.1109/ICSE.2019.00025;https://dl.acm.org/citation.cfm?id=3339516	10.1109/ICSE.2019.00025	11
Reasonably-most-general clients for JavaScript library analysis.	ICSE-2019-7	ICSE	2019	2019	https://doi.org/10.1109/ICSE.2019.00026;https://dl.acm.org/citation.cfm?id=3339517	10.1109/ICSE.2019.00026	11
Resource-aware program analysis via online abstraction coarsening.	ICSE-2019-8	ICSE	2019	2019	https://doi.org/10.1109/ICSE.2019.00027;https://dl.acm.org/citation.cfm?id=3339518	10.1109/ICSE.2019.00027	11
Automated reporting of anti-patterns and decay in continuous integration.	ICSE-2019-9	ICSE	2019	2019	https://doi.org/10.1109/ICSE.2019.00028;https://dl.acm.org/citation.cfm?id=3339520	10.1109/ICSE.2019.00028	11
A system identification based Oracle for control-CPS software fault localization.	ICSE-2019-10	ICSE	2019	2019	https://doi.org/10.1109/ICSE.2019.00029;https://dl.acm.org/citation.cfm?id=3339522	10.1109/ICSE.2019.00029	12
ReCDroid: automatically reproducing Android application crashes from bug reports.	ICSE-2019-11	ICSE	2019	2019	https://doi.org/10.1109/ICSE.2019.00030;https://dl.acm.org/citation.cfm?id=3339523	10.1109/ICSE.2019.00030	12
Mining historical test logs to predict bugs and localize faults in the test logs.	ICSE-2019-12	ICSE	2019	2019	https://doi.org/10.1109/ICSE.2019.00031;https://dl.acm.org/citation.cfm?id=3339525	10.1109/ICSE.2019.00031	12
Dlfinder: characterizing and detecting duplicate logging code smells.	ICSE-2019-13	ICSE	2019	2019	https://doi.org/10.1109/ICSE.2019.00032;https://dl.acm.org/citation.cfm?id=3339526	10.1109/ICSE.2019.00032	12
The seven sins: security smells in infrastructure as code scripts.	ICSE-2019-14	ICSE	2019	2019	https://doi.org/10.1109/ICSE.2019.00033;https://dl.acm.org/citation.cfm?id=3339528	10.1109/ICSE.2019.00033	12
DifFuzz: differential fuzzing for side-channel analysis.	ICSE-2019-15	ICSE	2019	2019	https://doi.org/10.1109/ICSE.2019.00034;https://dl.acm.org/citation.cfm?id=3339529	10.1109/ICSE.2019.00034	12
Automatically generating precise Oracles from structured natural language specifications.	ICSE-2019-16	ICSE	2019	2019	https://doi.org/10.1109/ICSE.2019.00035;https://dl.acm.org/citation.cfm?id=3339531	10.1109/ICSE.2019.00035	12
The product backlog.	ICSE-2019-17	ICSE	2019	2019	https://doi.org/10.1109/ICSE.2019.00036;https://dl.acm.org/citation.cfm?id=3339533	10.1109/ICSE.2019.00036	12
Easy modelling and verification of unpredictable and preemptive interrupt-driven systems.	ICSE-2019-18	ICSE	2019	2019	https://doi.org/10.1109/ICSE.2019.00037;https://dl.acm.org/citation.cfm?id=3339535	10.1109/ICSE.2019.00037	11
Towards understanding and reasoning about Android interoperations.	ICSE-2019-19	ICSE	2019	2019	https://doi.org/10.1109/ICSE.2019.00038;https://dl.acm.org/citation.cfm?id=3339536	10.1109/ICSE.2019.00038	11
Zero-overhead path prediction with progressive symbolic execution.	ICSE-2019-20	ICSE	2019	2019	https://doi.org/10.1109/ICSE.2019.00039;https://dl.acm.org/citation.cfm?id=3339537	10.1109/ICSE.2019.00039	12
Mimic: UI compatibility testing system for Android apps.	ICSE-2019-21	ICSE	2019	2019	https://doi.org/10.1109/ICSE.2019.00040;https://dl.acm.org/citation.cfm?id=3339539	10.1109/ICSE.2019.00040	11
IconIntent: automatic identification of sensitive UI widgets based on icon classification for Android apps.	ICSE-2019-22	ICSE	2019	2019	https://doi.org/10.1109/ICSE.2019.00041;https://dl.acm.org/citation.cfm?id=3339540	10.1109/ICSE.2019.00041	12
Practical GUI testing of Android applications via model abstraction and refinement.	ICSE-2019-23	ICSE	2019	2019	https://doi.org/10.1109/ICSE.2019.00042;https://dl.acm.org/citation.cfm?id=3339542	10.1109/ICSE.2019.00042	12
AutoTap: synthesizing and repairing trigger-action programs using LTL properties.	ICSE-2019-24	ICSE	2019	2019	https://doi.org/10.1109/ICSE.2019.00043;https://dl.acm.org/citation.cfm?id=3339543	10.1109/ICSE.2019.00043	11
Active inductive logic programming for code search.	ICSE-2019-25	ICSE	2019	2019	https://doi.org/10.1109/ICSE.2019.00044;https://dl.acm.org/citation.cfm?id=3339545	10.1109/ICSE.2019.00044	12
NL2Type: inferring JavaScript function types from natural language information.	ICSE-2019-26	ICSE	2019	2019	https://doi.org/10.1109/ICSE.2019.00045;https://dl.acm.org/citation.cfm?id=3339546	10.1109/ICSE.2019.00045	12
